isbn,shelf_id
9780689856747,81
9780375500725,81
9781400080465,82
9780684837932,82
9780064404891,82
9780515142396,82
9781400040667,82
9780755321360,82
9781421510439,82
9780373240272,82
9780887309427,82
9780553575378,82
9780553218367,83
9780744001402,83
9781563899317,83
9781555600389,83
9780061094231,83
9781851681822,83
9781579126285,83
9780810957800,83
9780670038381,83
9780761316435,83
9780192801739,83
9781421510415,84
9788497939218,84
9781585678839,84
9780060937652,84
9781555974329,84
9780810957909,84
9780395547038,85
9780439424691,85
9780861714926,85
9780156027915,85
9780192835857,85
9781400052585,85
9780060093563,85
9780440241416,85
9781570623950,85
9780394701493,85
9780312935740,85
9780613359603,85
9788838461132,85
9780064401494,86
9781888297010,86
9781930051157,86
9780375421761,86
9780750000338,86
9781932806496,86
9781585425242,86
9780060578121,86
9780312890384,86
9780552146784,87
9780727853417,87
9780393703276,87
9780684839370,87
9781585672776,87
9780064405478,87
9781401302207,87
9780802135780,87
9780020518600,87
9780743274036,87
9780862731588,87
9780064472685,88
9780465002603,88
9781563894442,88
9780064400961,88
9780316926348,88
9780312865764,88
9780061205699,88
9780060677015,88
9780590240772,89
9780330481915,89
9780743437493,89
9780701137687,89
9780393956535,89
9780553262964,89
9781416917465,89
9780967469782,89
9780618497423,89
9781400078479,89
9781930464063,90
9781563894473,90
9780060515225,90
9780553804362,90
9780395547038,90
9780739334195,90
9780977698943,90
9781400034628,90
9780778322733,90
9780440802501,90
9780007111503,90
9780783554556,90
9780441328000,90
9780843944396,90
9780792273639,91
9780307277763,91
9780375504525,91
9780007104840,91
9780375704710,91
9780060727536,91
9780810970526,91
9780439435406,91
9780142001806,92
9780446674829,92
9780425197059,92
9780262693196,92
9782070306022,92
9780870540387,92
9781423323389,92
9780517480106,92
9780802151100,92
9780763621643,92
9780140275018,93
9780877880202,93
9780345441690,93
9780761956921,93
9780842342704,93
9780060731250,93
9780312981662,93
9780375724428,93
9780099297703,94
9780684831541,94
9782723442312,94
9780380776047,94
9780812968569,94
9781419317262,94
9780517289365,94
9780321441461,94
9781421505053,94
9780140441529,94
9780006479758,94
9780060567231,95
9780393096330,95
9780810935204,95
9781890318239,95
9780415285841,95
9780613371650,95
9781416507819,95
9780151012268,95
9781593979263,96
9781555424435,96
9780061136900,96
9780553587067,96
9780674016361,96
9780743273268,96
9780870540387,96
9780140280494,96
9780486420493,96
9780613674836,96
9780064407724,96
9780399142789,96
9780060520595,96
9780345423870,96
9780486406664,96
9780060753634,97
9781575667218,97
9780735619654,97
9780679753766,97
9780373764211,97
9780142403228,97
9780865473010,97
9780140290110,97
9781400307845,97
9789872249755,97
9780140446166,97
9780743426916,97
9780517124369,97
9780765310453,97
9780375714634,98
9781892391209,98
9780806509020,99
9780007102228,99
9781561706600,99
9781401205003,99
9780142437681,99
9780375703973,100
9780060667412,100
9780688117221,100
9780060507275,100
9780192801494,100
9780670030798,100
9780345355232,100
9780679801252,100
9780140448948,100
9780689806162,100
9780393974997,100
9781582344720,100
9780441788385,100
9781566630184,100
9780618512652,101
9780679838869,101
9780395959916,101
9781419542244,101
9780226469447,101
9780141180304,101
9780440229209,101
9781402736957,101
9780415901475,101
9780226307787,101
9781400078370,101
9780671024208,102
9780738209258,102
9780618056736,102
9780679761068,102
9784091263995,102
9780521638760,103
9781593974800,103
9780345305183,103
9780618710539,103
9781932664591,103
9780156030489,103
9780195125986,104
9780285647879,104
9780385316576,104
9780878053575,104
9781417626281,104
9780465014903,104
9781568950747,104
9780415940474,104
9780140442090,104
9780099440833,104
9784990327507,104
9781415918098,105
9780756403256,105
9780061140501,105
9780671793562,105
9780618709861,105
9780060937652,105
9780451170118,105
9780393019995,106
9780827230286,106
9780330332651,106
9780803273597,106
9780521774338,106
9780141187587,106
9780786866588,106
9781933718002,106
9780689870408,106
9780441014651,106
9780375401602,106
9780571204151,106
9780060539252,106
9780765346520,106
9780061131523,107
9780761452423,107
9780316013949,107
9781844164110,107
9780395515976,107
9780886776619,107
9780471743675,107
9781590171455,107
9780060931803,107
9780131198777,107
9780156028790,108
9781551666013,108
9784091265128,108
9780862921477,108
9784088736716,108
9780451528827,108
9780141185873,108
9780786915163,109
9780143037439,109
9781423100614,109
9781401359348,109
9780345461360,109
9780807066812,109
9780373895205,109
9780786222728,109
9780744002539,110
9780316769174,110
9780449207338,110
9781416500391,110
9781561587384,110
9780064401517,110
9780316013260,110
9780393090024,110
9780812534856,110
9780425197387,110
9780140449327,110
9788120818941,111
9781419150012,111
9780618445578,111
9780062545039,111
9780451215772,111
9780767902809,111
9780451530158,111
9780747267454,111
9781569708842,111
9780385415606,111
9780812694536,111
9780143036661,111
9781932206104,111
9780393925876,111
9780553572940,112
9780262632034,112
9780596007195,112
9780671869205,112
9780618390724,112
9780452286535,112
9780425198735,112
9780415929134,112
9780440416883,112
9780671026226,112
9782742722808,112
9781416500520,112
9780679761051,113
9780767906289,113
9780517093399,113
9780679762096,113
9780670037773,113
9780446500036,113
9780618070237,113
9780812551235,113
9780679410508,114
9780340425671,114
9780886777883,114
9780786855391,114
9780231124928,114
9782290061244,114
9781844151455,114
9780385339100,114
9780671624132,114
9781580012515,114
9780486452357,114
9781932219241,114
9780446679084,115
9780873387804,115
9781579120580,115
9780671318550,115
9780395051566,115
9781859847862,115
9780142501528,115
9780446698870,115
9788401321689,115
9781560257011,116
9780671732523,116
9780375702068,116
9781931047173,116
9780439791403,116
9780756403256,116
9781591161455,116
9780765314239,116
9780060932664,116
9780786160440,117
9780395419182,117
9780006754893,117
9780805078428,117
9781400032716,117
9781416917465,118
9780143104902,118
9780671569020,118
9781401203672,118
9780439655484,118
9783570211021,118
9780671447540,118
9781878823236,118
9781591169253,118
9780143036395,118
9780753812938,118
9780811213202,118
9780786936694,118
9780922915613,119
9780735619678,119
9780961180027,119
9781593080273,119
9780786179954,119
9781415929018,119
9780060934729,119
9781590526859,119
9781859843406,119
9780425199350,119
9780452283862,119
9781596921535,120
9781903436578,120
9780714843308,120
9780312421700,120
9781591162025,120
9780749307233,120
9780974412184,120
9780593040591,120
9780375756788,120
9780393979176,120
9780152018481,120
9780307265838,121
9780325005683,121
9780940450226,121
9780375761423,121
9780954734305,121
9780446691352,121
9780316172325,121
9780156030168,122
9781741042955,122
9781580070911,122
9781568820408,122
9780767914222,122
9780345468390,123
9780670826902,123
9780553262964,123
9780843955859,123
9781594771224,123
9780393318791,123
9780156028479,123
9780965020459,123
9780345478160,123
9780060594350,124
9780375806704,124
9780618219063,124
9780340796146,124
9780064434942,124
9780425203545,124
9780140444421,125
9780060099459,125
9780006176954,125
9781569709061,125
9780316182744,125
9780060256579,125
9780517147689,125
9780553105575,125
9780099448754,125
9781421509976,125
9780761554912,125
9781579126292,126
9780156495400,126
9781585672776,126
9780312936600,126
9780064470650,126
9780811828697,126
9781421506425,126
9780060727536,126
9780743426923,126
9781593979263,127
9781418505578,127
9780786282821,127
9780393060416,127
9780765309532,127
9780140179170,127
9780671519186,127
9781400033614,127
9780743211376,127
9780061312113,127
9780747267454,127
9780679446699,128
9780007179817,128
9780449200681,128
9780060921088,128
9780140564303,128
9780618257768,128
9788408064763,128
9781598160154,129
9780425141236,129
9780965020459,129
9780553277876,129
9780446699006,129
9781572704978,129
9780380784912,130
9780380731954,130
9780743474160,130
9781551669519,130
9781840465761,130
9782840555520,130
9780743500265,130
9788496525030,130
9780688320140,130
9780684852706,130
9780143039099,130
9780385335973,131
9780060545628,131
9780140441451,131
9789722330558,131
9780312421854,131
9780451208705,131
9780253204783,131
9781883011383,131
9784091256478,131
9780425212783,131
9780380789023,131
9780786940738,131
9781903436332,131
9780802138293,132
9783150071236,132
9781595540454,132
9783473352340,133
9780064406307,133
9780060931957,133
9781561381487,133
9780380706013,133
9780553384154,133
9781584793823,133
9780373638529,133
9780684841212,133
9780385191661,133
9780753810743,133
9780226307947,134
9780393963328,134
9780307275561,134
9780898792089,134
9788478886746,134
9780140282689,134
9781581821369,134
9780750005944,134
9780743484954,134
9780515142396,135
9782070322886,135
9788498000832,135
9780679729976,135
9780743454551,135
9780399147319,135
9780140446166,135
9781568821573,136
9780140446364,136
9781400043330,136
9780099498599,136
9780553567717,136
9780375875267,136
9781580801423,137
9780140621594,137
9780553803723,137
9780441542154,137
9780307276902,137
9780684867489,137
9780451207500,137
9780590488129,137
9781575668543,137
9780140445206,137
9780886776121,137
9780307274977,137
9780671534677,138
9788466305136,138
9780385494328,138
9781568821870,138
9780706425611,138
9780226876801,138
9781557046833,138
9780486420493,139
9781582433226,139
9780143034544,139
9780345431912,139
9780151003075,139
9781400047956,139
9780307350275,139
9780553233704,139
9780679736042,139
9780786849710,139
9780689851131,139
9780743482714,139
9780312853020,140
9781401212353,140
9780823410781,140
9780586071397,140
9780618510825,140
9780761555483,140
9780061131271,140
9780060958336,140
9781401202224,140
9780689823824,140
9780451205551,140
9780439872461,140
9780806525365,141
9780060593209,141
9780814317327,141
9780571177653,141
9780553581355,141
9780563557357,141
9780521479349,141
9780679643524,141
9780140154412,141
9781423100188,141
9781593081041,141
9783442358953,141
9781400033416,141
9788408041252,142
9780385497398,142
9780393960587,142
9783442354993,142
9780679643418,142
9780060753634,142
9781570614590,142
9780679832690,142
9780393328622,142
9781903436912,142
9780060973469,143
9781557344038,143
9781585004843,143
9780439569729,143
9781557092649,143
9780060392888,143
9780700614523,143
9780425201596,143
9780312422738,143
9780023513206,144
9780143104827,144
9780307263940,144
9780674006720,144
9781557046765,144
9781570623134,144
9780226321325,144
9788483105023,144
9780310929550,144
9780060988654,145
9780385334143,145
9780156030434,145
9780060851989,145
9780373836932,146
9780743247542,146
9780192100283,146
9781402726637,146
9780060924980,146
9780060511135,146
9780060519131,146
9780307348241,146
9780099771517,147
9780452280687,147
9780452268180,147
9780961180027,147
9783570127216,147
9780886777739,147
9780553803730,147
73999768442,147
9781421504612,147
9780890969403,147
9780060543495,147
9781573221115,148
9780765314239,148
9780679734505,148
9780743484862,148
9780415926324,148
9780307346605,148
9780394718132,148
9780143039570,148
9780091895815,148
9780393977615,149
9781593070540,149
9781595820310,149
9780743261951,149
9780425188224,149
76092025986,149
9780385732338,149
9780061144905,149
9781400049516,149
9780938497158,150
9780886774004,150
9781932386226,150
9780155063334,150
9780786849604,150
9780425198001,150
9780521290609,150
9781889307152,150
9780743272506,150
9780670038718,150
9780553480801,150
9780140447422,150
9780316155595,150
9788484412472,150
9780679732341,151
9780060088743,151
9780060583316,151
9780441014651,151
9780553270259,151
9780873387804,151
9780439933414,151
9780813527406,151
9781903436592,152
9781416520382,152
9780515142211,152
9780684868769,152
9780394891057,152
9780452281257,152
9780940450486,152
9780373288564,152
9780786198382,152
9780688094553,152
9780486447780,152
9780140440225,152
9781933440170,152
9783551552716,153
9780061245138,153
9780140444254,153
9780425183311,153
9780553351392,153
9780684801520,153
9783453152533,153
9780810117303,153
9781572705326,153
9780439709101,154
9780425136980,154
9781423323259,154
9780520215108,154
9780886777739,154
9780312339920,154
9780345424624,155
9780713912548,155
9780024288103,155
9780141183725,155
9781587157394,155
9780156189217,155
9780140131963,155
9781568654300,155
9781578562589,155
9781844164110,155
9780596006792,155
9780446695640,155
9780767923064,155
9780345475732,155
9780743244589,155
9780140442571,155
9781400098026,155
9780345492784,155
9780735619654,155
9780141186078,156
9780811833462,156
9781400098033,156
9780553286373,156
9781859848982,156
9780061015618,156
9783485009607,156
9780679781486,156
9780553803709,156
9780446602488,156
9780689844089,156
9780486248950,157
9781880972472,157
9780553763256,157
9780425194997,157
9781563899881,157
9781400076581,157
9780375703843,157
9780801489785,158
9780143039990,158
9780761555520,158
9781593074746,158
9780821776056,159
9780515134452,159
9780786943333,159
9780198711551,159
9780061145391,159
9780977795306,159
9780385280792,159
9781590529621,159
9781890318239,159
9780743292498,159
9780743270601,159
9780792238935,159
9780786864027,159
9781933718002,160
9780922915996,160
9780141185934,160
9780747562115,160
9780393318685,160
9780064433730,160
9780060518653,160
9780395511688,160
9781416509370,160
9781589802544,161
9781593109158,161
9780743555616,161
9780967575605,161
9780006496878,161
9780393324815,161
9780373250219,161
9780060254926,161
9780425214763,161
9780345418951,161
9780060733032,161
9780025006058,161
9780761104841,162
9780373483372,162
9788478889730,162
9782070386703,162
9780393093124,162
9780425170342,162
9781400095803,162
9780689851322,162
9781597770071,162
9780553804089,162
9780312876067,162
9789861156538,162
9780802714626,163
9780553576375,163
9780446576987,163
9780553572827,163
9780809230419,163
9780739318614,163
9780941419741,164
9780192837622,164
9780810117495,164
9780805210644,164
9780075536550,164
9780373073160,164
9780446679091,164
9780684813639,164
9780521532488,164
9780061051586,164
9781595322326,164
9780099744214,165
9781567921588,165
9780553560688,165
9781932416374,165
9781932416138,165
9780691097183,165
9780451190147,165
9781400033423,165
9780373250479,165
9780552997775,165
9780140285970,165
9780130158857,165
9780553803723,166
9780345314031,166
9781400047833,166
9781579126254,166
9780452286535,166
9780671769918,166
9780060855925,167
9780312346065,167
9780812968347,167
9780439782043,167
9781401200190,167
9780345314031,168
9780875011066,168
9780765356178,168
9781590172285,168
9780066620107,168
9780415901475,168
9780571207985,168
9780373802135,168
9789587043648,168
9780879052652,168
9781598530018,168
9780810119116,168
9781593082680,169
9780316066143,169
9780060934910,169
9780395500767,169
9780786169429,169
9780385339728,169
9780373792733,170
9781861974426,170
9780800793616,170
9784757512306,170
9780505523242,170
9780156004015,171
9780716799566,171
9780393977516,171
9780517164358,171
9781593074067,171
9781423330417,171
9780811211734,171
9781400030125,172
9781421502953,172
9780385495547,172
9780449149911,172
9780764585968,172
9780195145816,172
9780345251220,172
9780231102438,172
9781931520119,172
9780140178975,172
9780679735472,172
9780099453239,172
9780743564670,173
9780743422444,173
9780321468932,173
9780738544922,173
9780060094966,173
9781421511559,173
9780061125935,174
9780140369267,174
9783829602266,174
9780064405454,175
9780375719011,175
9780330371858,175
9780520242609,175
9780743484183,175
9780684831831,175
9788478713806,175
9780306804830,175
9781416521105,175
9780553212167,175
9780060002060,175
9780553280876,175
9780195135923,175
9781411665309,176
9780375714689,177
9780345460806,177
9780965193771,177
9781567430288,177
9780816634392,177
9780195162257,177
9780743270373,177
9780785735489,177
9780744004441,177
9780195170139,177
9780812034110,177
9780525469780,177
9781400079421,177
9781400096916,177
9780694524983,177
9781582343891,177
9780618391011,178
9780345461278,178
9782840558590,178
9780750005944,178
9780064462044,178
9780006496908,178
9780425209219,178
9780679742586,178
9781557091628,178
9780521825146,178
9780375702976,179
9780689849121,179
9780141439839,179
9781594200908,179
9780307243164,179
9780689871313,179
9782253172284,179
9780440391548,179
9780393964585,179
9780060539092,179
9780394735306,179
9780674992405,179
9780743260169,179
9780198752127,179
9780812551235,180
9781585675241,180
9780743270755,180
9781400034628,180
9780517702222,180
9780345495846,180
9781932416770,180
9780375726545,181
9780394800837,181
9780156028974,181
9780099422341,181
9781740599245,181
9780195101287,181
9780140275360,181
9780822007357,181
9780553381399,181
9780380732029,181
9781400034697,182
9780812590562,182
9780689860072,182
9780141439655,182
9780460874489,182
9780670400676,182
9783379017060,182
9780192801722,183
9780671038441,183
9780843956047,183
9780312278496,183
9780192824547,183
9780140196092,183
9780393319798,183
9781844740444,183
9780815411833,183
9781585673933,183
9780141439761,184
9781569716687,184
9780521532525,184
9782742731107,184
9780330412445,184
9780140288483,184
9780321350312,184
9781841155043,184
9780192100283,185
9780446608817,185
9780140150810,185
9780762104208,185
9784063633382,185
9780345492784,186
9780375822971,186
9780821775899,186
9780192839992,186
9780786851522,186
9781883011154,186
9780446696135,186
9780156031448,186
9780060930059,186
9780684845777,186
9781567430288,186
9789722331326,186
9780743456814,186
9780345461520,186
9780312978334,186
9780375700811,186
9780778323563,187
9780806523491,187
9780195114157,187
9780143036388,187
9781594201042,187
9782221089569,187
9781416524359,187
9780060584085,187
9781573227513,188
9780465030507,188
9780231121897,188
9780446608282,188
9780451205148,188
9781563899652,188
9780062736987,188
9780552148108,189
